Country or Area,Year,City,City type,Reliability,Source Year,Value,Value Footnotes
New Zealand,2017,Auckland,City proper,"Final figure, complete",2017,1657200,"23,35"
New Zealand,2016,Lower Hutt,City proper,"Final figure, complete",2017,103400,35
New Zealand,2016,Dunedin,City proper,"Final figure, complete",2017,127000,35
New Zealand,2016,Tauranga,City proper,"Final figure, complete",2017,128200,35
New Zealand,2016,Napier-Hastings,Urban agglomeration,"Final figure, complete",2017,131000,35
New Zealand,2016,Hamilton,City proper,"Final figure, complete",2017,161200,35
New Zealand,2016,WELLINGTON,City proper,"Final figure, complete",2017,207900,35
New Zealand,2016,Christchurch,City proper,"Final figure, complete",2017,374900,35
New Zealand,2016,Auckland,City proper,"Final figure, complete",2017,1614400,35
New Zealand,2015,Lower Hutt,City proper,"Final figure, complete",2016,102000,
New Zealand,2015,Tauranga,City proper,"Final figure, complete",2016,124600,
New Zealand,2015,Dunedin,City proper,"Final figure, complete",2016,125800,
New Zealand,2015,Napier-Hastings,Urban agglomeration,"Final figure, complete",2016,129700,36
New Zealand,2015,Hamilton,City proper,"Final figure, complete",2016,156800,
New Zealand,2015,WELLINGTON,City proper,"Final figure, complete",2016,203800,
New Zealand,2015,Christchurch,City proper,"Final figure, complete",2016,367800,
New Zealand,2015,Auckland,City proper,"Final figure, complete",2016,1569900,
New Zealand,2014,Lower Hutt,City proper,"Final figure, complete",2015,101700,
New Zealand,2014,Tauranga,City proper,"Final figure, complete",2015,121800,
New Zealand,2014,Dunedin,City proper,"Final figure, complete",2015,124600,
New Zealand,2014,Napier-Hastings,Urban agglomeration,"Final figure, complete",2015,128800,36
New Zealand,2014,Hamilton,City proper,"Final figure, complete",2015,153000,
New Zealand,2014,WELLINGTON,City proper,"Final figure, complete",2015,200000,
New Zealand,2014,Christchurch,City proper,"Final figure, complete",2015,361900,
New Zealand,2014,Auckland,City proper,"Final figure, complete",2015,1526900,
New Zealand,2013,Lower Hutt,City proper,"Final figure, complete",2016,97650,37
New Zealand,2013,Lower Hutt,City proper,"Final figure, complete",2014,102900,
New Zealand,2013,Dunedin,City proper,"Final figure, complete",2016,112023,37
New Zealand,2013,Tauranga,City proper,"Final figure, complete",2014,117600,
New Zealand,2013,Tauranga,City proper,"Final figure, complete",2016,120411,37
New Zealand,2013,Napier-Hastings,City proper,"Final figure, complete",2016,122217,37
New Zealand,2013,Napier-Hastings,Urban agglomeration,"Final figure, complete",2014,125300,36
New Zealand,2013,Dunedin,City proper,"Final figure, complete",2014,127500,
New Zealand,2013,Hamilton,City proper,"Final figure, complete",2014,150200,
New Zealand,2013,Hamilton,City proper,"Final figure, complete",2016,170562,37
New Zealand,2013,WELLINGTON,City proper,"Final figure, complete",2016,190062,37
New Zealand,2013,WELLINGTON,City proper,"Final figure, complete",2014,204000,
New Zealand,2013,Christchurch,City proper,"Final figure, complete",2016,353346,37
New Zealand,2013,Christchurch,City proper,"Final figure, complete",2014,366100,
New Zealand,2013,Auckland,City proper,"Final figure, complete",2016,1308828,"37,38"
New Zealand,2013,Auckland,City proper,"Final figure, complete",2014,1529400,
New Zealand,2012,Lower Hutt,City proper,"Final figure, complete",2013,102700,
New Zealand,2012,Tauranga,City proper,"Final figure, complete",2013,116400,
New Zealand,2012,Tauranga,Urban agglomeration,"Final figure, complete",2013,122200,
New Zealand,2012,Napier-Hastings,Urban agglomeration,"Final figure, complete",2013,125000,
New Zealand,2012,Dunedin,City proper,"Final figure, complete",2013,126900,
New Zealand,2012,Hamilton,City proper,"Final figure, complete",2013,148200,
New Zealand,2012,WELLINGTON,City proper,"Final figure, complete",2013,202200,
New Zealand,2012,Hamilton,Urban agglomeration,"Final figure, complete",2013,209300,
New Zealand,2012,Christchurch,City proper,"Final figure, complete",2013,375900,
New Zealand,2012,WELLINGTON,Urban agglomeration,"Final figure, complete",2013,395600,
New Zealand,2012,Auckland,City proper,"Final figure, complete",2013,1507600,
New Zealand,2011,Lower Hutt,City proper,"Final figure, complete",2012,103000,
New Zealand,2011,Tauranga,City proper,"Final figure, complete",2012,115700,
New Zealand,2011,Dunedin,Urban agglomeration,"Final figure, complete",2012,119700,
New Zealand,2011,Tauranga,Urban agglomeration,"Final figure, complete",2012,121500,
New Zealand,2011,Napier-Hastings,Urban agglomeration,"Final figure, complete",2012,124800,
New Zealand,2011,Dunedin,City proper,"Final figure, complete",2012,126000,
New Zealand,2011,Hamilton,City proper,"Final figure, complete",2012,145700,
New Zealand,2011,WELLINGTON,City proper,"Final figure, complete",2012,200100,
New Zealand,2011,Hamilton,Urban agglomeration,"Final figure, complete",2012,206400,
New Zealand,2011,Christchurch,City proper,"Final figure, complete",2012,367700,
New Zealand,2011,Christchurch,Urban agglomeration,"Final figure, complete",2012,380900,
New Zealand,2011,WELLINGTON,Urban agglomeration,"Final figure, complete",2012,393400,
New Zealand,2011,Auckland,City proper,"Final figure, complete",2012,1486000,39
New Zealand,2010,Lower Hutt,City proper,"Final figure, complete",2011,102700,
New Zealand,2010,Tauranga,City proper,"Final figure, complete",2011,114300,
New Zealand,2010,Dunedin,City proper,"Final figure, complete",2011,116600,
New Zealand,2010,Tauranga,Urban agglomeration,"Final figure, complete",2011,120000,
New Zealand,2010,Napier-Hastings,Urban agglomeration,"Final figure, complete",2011,124400,
New Zealand,2010,Dunedin,Urban agglomeration,"Final figure, complete",2011,124800,
New Zealand,2010,Hamilton,City proper,"Final figure, complete",2011,143100,
New Zealand,2010,WELLINGTON,City proper,"Final figure, complete",2011,197700,
New Zealand,2010,Hamilton,Urban agglomeration,"Final figure, complete",2011,203400,
New Zealand,2010,Waitakere,City proper,"Final figure, complete",2011,208100,
New Zealand,2010,North Shore,City proper,"Final figure, complete",2011,229000,
New Zealand,2010,Manukau,City proper,"Final figure, complete",2011,375700,
New Zealand,2010,Christchurch,City proper,"Final figure, complete",2011,376700,
New Zealand,2010,WELLINGTON,Urban agglomeration,"Final figure, complete",2011,389700,
New Zealand,2010,Christchurch,Urban agglomeration,"Final figure, complete",2011,390300,
New Zealand,2010,Auckland,City proper,"Final figure, complete",2011,450200,
New Zealand,2010,Auckland,Urban agglomeration,"Final figure, complete",2011,1354900,
New Zealand,2009,Lower Hutt,City proper,"Final figure, complete",2009,102100,
New Zealand,2009,Tauranga,City proper,"Final figure, complete",2009,112600,
New Zealand,2009,Dunedin,City proper,"Final figure, complete",2011,115700,
New Zealand,2009,Tauranga,Urban agglomeration,"Final figure, complete",2009,118200,
New Zealand,2009,Napier-Hastings,Urban agglomeration,"Final figure, complete",2009,123200,
New Zealand,2009,Dunedin,Urban agglomeration,"Final figure, complete",2011,123700,
New Zealand,2009,Hamilton,City proper,"Final figure, complete",2009,140700,
New Zealand,2009,WELLINGTON,City proper,"Final figure, complete",2009,195500,
New Zealand,2009,Hamilton,Urban agglomeration,"Final figure, complete",2009,200200,
New Zealand,2009,Waitakere,City proper,"Final figure, complete",2009,204500,
New Zealand,2009,North Shore,City proper,"Final figure, complete",2009,225800,
New Zealand,2009,Manukau,City proper,"Final figure, complete",2009,368600,
New Zealand,2009,Christchurch,City proper,"Final figure, complete",2009,372600,
New Zealand,2009,WELLINGTON,Urban agglomeration,"Final figure, complete",2009,386000,
New Zealand,2009,Christchurch,Urban agglomeration,"Final figure, complete",2009,386100,
New Zealand,2009,Auckland,City proper,"Final figure, complete",2009,444100,
New Zealand,2009,Auckland,Urban agglomeration,"Final figure, complete",2009,1333300,
New Zealand,2008,Lower Hutt,City proper,"Final figure, complete",2008,101700,
New Zealand,2008,Tauranga,City proper,"Final figure, complete",2008,110500,
New Zealand,2008,Dunedin,City proper,"Final figure, complete",2008,114900,
New Zealand,2008,Tauranga,Urban agglomeration,"Final figure, complete",2008,116000,
New Zealand,2008,Napier-Hastings,Urban agglomeration,"Final figure, complete",2008,122700,
New Zealand,2008,Dunedin,Urban agglomeration,"Final figure, complete",2008,123000,
New Zealand,2008,Hamilton,City proper,"Final figure, complete",2008,138500,
New Zealand,2008,WELLINGTON,City proper,"Final figure, complete",2008,192800,
New Zealand,2008,Hamilton,Urban agglomeration,"Final figure, complete",2008,197300,
New Zealand,2008,Waitakere,City proper,"Final figure, complete",2008,201300,
New Zealand,2008,North Shore,City proper,"Final figure, complete",2008,223000,
New Zealand,2008,Manukau,City proper,"Final figure, complete",2008,361900,
New Zealand,2008,Christchurch,City proper,"Final figure, complete",2008,369000,
New Zealand,2008,WELLINGTON,Urban agglomeration,"Final figure, complete",2008,381900,
New Zealand,2008,Christchurch,Urban agglomeration,"Final figure, complete",2008,382200,
New Zealand,2008,Auckland,City proper,"Final figure, complete",2008,438100,
New Zealand,2008,Auckland,Urban agglomeration,"Final figure, complete",2008,1313100,
New Zealand,2006,Lower Hutt,City proper,"Final figure, complete",2006,101300,
New Zealand,2006,Tauranga,City proper,"Final figure, complete",2006,106700,
New Zealand,2006,Tauranga,City proper,"Final figure, complete",2009,108882,"37,40"
New Zealand,2006,Dunedin,City proper,"Final figure, complete",2009,111000,"37,40"
New Zealand,2006,Tauranga,Urban agglomeration,"Final figure, complete",2006,112100,
New Zealand,2006,Dunedin,Urban agglomeration,"Final figure, complete",2006,114400,
New Zealand,2006,Napier-Hastings,City proper,"Final figure, complete",2009,118404,"37,40"
New Zealand,2006,Napier-Hastings,Urban agglomeration,"Final figure, complete",2006,121900,
New Zealand,2006,Dunedin,City proper,"Final figure, complete",2006,122300,
New Zealand,2006,Hamilton,City proper,"Final figure, complete",2006,134400,
New Zealand,2006,Hamilton,City proper,"Final figure, complete",2009,155259,"37,40"
New Zealand,2006,WELLINGTON,City proper,"Final figure, complete",2009,178680,"37,40"
New Zealand,2006,WELLINGTON,City proper,"Final figure, complete",2006,187700,
New Zealand,2006,Hamilton,Urban agglomeration,"Final figure, complete",2006,191700,
New Zealand,2006,Waitakere,City proper,"Final figure, complete",2006,195300,
New Zealand,2006,North Shore,City proper,"Final figure, complete",2006,216900,
New Zealand,2006,Manukau,City proper,"Final figure, complete",2006,347100,
New Zealand,2006,Christchurch,City proper,"Final figure, complete",2009,360765,"37,40"
New Zealand,2006,Christchurch,City proper,"Final figure, complete",2006,361800,
New Zealand,2006,Christchurch,Urban agglomeration,"Final figure, complete",2006,374500,
New Zealand,2006,WELLINGTON,Urban agglomeration,"Final figure, complete",2006,375600,
New Zealand,2006,Auckland,City proper,"Final figure, complete",2006,428300,
New Zealand,2006,Auckland,City proper,"Final figure, complete",2009,1208094,"37,40,41"
New Zealand,2006,Auckland,Urban agglomeration,"Final figure, complete",2006,1272800,
New Zealand,2005,Lower Hutt,City proper,"Final figure, complete",2006,100500,
New Zealand,2005,Tauranga,City proper,"Final figure, complete",2006,103900,
New Zealand,2005,Tauranga,Urban agglomeration,"Final figure, complete",2006,109100,
New Zealand,2005,Dunedin,Urban agglomeration,"Final figure, complete",2006,114800,
New Zealand,2005,Dunedin,City proper,"Final figure, complete",2006,122500,
New Zealand,2005,Hamilton,City proper,"Final figure, complete",2006,131400,
New Zealand,2005,Hamilton,Urban agglomeration,"Final figure, complete",2006,185100,
New Zealand,2005,WELLINGTON,City proper,"Final figure, complete",2006,185100,
New Zealand,2005,Waitakere,City proper,"Final figure, complete",2006,191900,
New Zealand,2005,North Shore,City proper,"Final figure, complete",2006,212200,
New Zealand,2005,Manukau,City proper,"Final figure, complete",2006,332900,
New Zealand,2005,Christchurch,City proper,"Final figure, complete",2006,347700,
New Zealand,2005,Christchurch,Urban agglomeration,"Final figure, complete",2006,367800,
New Zealand,2005,WELLINGTON,Urban agglomeration,"Final figure, complete",2006,370100,
New Zealand,2005,Auckland,City proper,"Final figure, complete",2006,425400,
New Zealand,2005,Auckland,Urban agglomeration,"Final figure, complete",2006,1241700,
New Zealand,2003,Tauranga,City proper,"Final figure, complete",2004,98500,
New Zealand,2003,Tauranga,Urban agglomeration,"Final figure, complete",2004,103600,
New Zealand,2003,Dunedin,Urban agglomeration,"Final figure, complete",2004,113600,
New Zealand,2003,Napier-Hastings,Urban agglomeration,"Final figure, complete",2004,118400,
New Zealand,2003,Dunedin,City proper,"Final figure, complete",2004,121100,
New Zealand,2003,Hamilton,City proper,"Final figure, complete",2004,126500,
New Zealand,2003,Hamilton,Urban agglomeration,"Final figure, complete",2004,178900,
New Zealand,2003,WELLINGTON,City proper,"Final figure, complete",2004,179000,
New Zealand,2003,Waitakere,City proper,"Final figure, complete",2004,185600,
New Zealand,2003,North Shore,City proper,"Final figure, complete",2004,205000,
New Zealand,2003,Manukau,City proper,"Final figure, complete",2004,317500,
New Zealand,2003,Christchurch,City proper,"Final figure, complete",2004,338800,
New Zealand,2003,Christchurch,Urban agglomeration,"Final figure, complete",2004,358000,
New Zealand,2003,WELLINGTON,Urban agglomeration,"Final figure, complete",2004,363400,
New Zealand,2003,Auckland,City proper,"Final figure, complete",2004,415100,
New Zealand,2003,Auckland,Urban agglomeration,"Final figure, complete",2004,1199300,
New Zealand,2001,Dunedin,City proper,"Final figure, complete",2009,107088,37
New Zealand,2001,Hamilton,City proper,"Final figure, complete",2009,138792,37
New Zealand,2001,WELLINGTON,City proper,"Final figure, complete",2009,162981,37
New Zealand,2001,Christchurch,City proper,"Final figure, complete",2009,334107,37
New Zealand,2001,Auckland,City proper,"Final figure, complete",2009,1074507,37
Norway,2014,OSLO,City proper,"Final figure, complete",2015,634293,
Norway,2012,Stavanger,City proper,"Final figure, complete",2013,128369,
Norway,2012,Trondheim,City proper,"Final figure, complete",2013,178021,
Norway,2012,Bergen,City proper,"Final figure, complete",2013,265857,
Norway,2012,OSLO,City proper,"Final figure, complete",2013,618683,
Norway,2011,Stavanger,City proper,"Final figure, complete",2012,126763.5,
Norway,2011,Trondheim,City proper,"Final figure, complete",2012,174917,
Norway,2011,Bergen,City proper,"Final figure, complete",2012,262077,
Norway,2011,OSLO,City proper,"Final figure, complete",2012,606257.5,
Norway,2010,Stavanger,City proper,"Final figure, complete",2011,124935.5,
Norway,2010,Trondheim,City proper,"Final figure, complete",2011,172211,
Norway,2010,Bergen,City proper,"Final figure, complete",2011,258496,
Norway,2010,OSLO,City proper,"Final figure, complete",2011,593045,
Norway,2009,Stavanger,City proper,"Final figure, complete",2010,122730,
Norway,2009,Trondheim,City proper,"Final figure, complete",2010,169596.5,
Norway,2009,Bergen,City proper,"Final figure, complete",2010,254325.5,
Norway,2009,OSLO,City proper,"Final figure, complete",2010,581167.5,
Norway,2008,Stavanger,City proper,"Final figure, complete",2009,120598,
Norway,2008,Trondheim,City proper,"Final figure, complete",2009,166724,
Norway,2008,Bergen,City proper,"Final figure, complete",2009,249898.5,
Norway,2008,OSLO,City proper,"Final figure, complete",2009,567979.5,
Norway,2007,Stavanger,City proper,"Final figure, complete",2008,118450.5,
Norway,2007,Trondheim,City proper,"Final figure, complete",2008,163460.5,
Norway,2007,Bergen,City proper,"Final figure, complete",2008,246183,
Norway,2007,OSLO,City proper,"Final figure, complete",2008,554550.5,
Norway,2006,Stavanger,City proper,"Final figure, complete",2007,116236,
Norway,2006,Trondheim,City proper,"Final figure, complete",2007,160171.5,
Norway,2006,Bergen,City proper,"Final figure, complete",2007,243389,
Norway,2006,OSLO,City proper,"Final figure, complete",2007,543514,
Norway,2005,Stavanger,City proper,"Final figure, complete",2006,114574,
Norway,2005,Trondheim,City proper,"Final figure, complete",2006,157387,
Norway,2005,Bergen,City proper,"Final figure, complete",2006,240683.5,
Norway,2005,OSLO,City proper,"Final figure, complete",2006,534128.5,
Norway,2003,Stavanger,City proper,"Final figure, complete",2004,111706,
Norway,2003,Trondheim,City proper,"Final figure, complete",2004,153525,
Norway,2003,Bergen,City proper,"Final figure, complete",2004,236427,
Norway,2003,OSLO,City proper,"Final figure, complete",2004,519644,
Romania,2016,BUCURESTI,City proper,"Final figure, complete",2017,1835623,
Romania,2015,BUCURESTI,City proper,"Final figure, complete",2017,1848912,
Romania,2014,BUCURESTI,City proper,"Final figure, complete",2017,1859657,
Romania,2013,BUCURESTI,City proper,"Final figure, complete",2017,1870523,
Romania,2012,Focsani,City proper,Provisional figure,2013,97186,42
Romania,2012,Drobeta Turnu-Severin,City proper,Provisional figure,2013,102839,42
Romania,2012,Piatra Neamt,City proper,Provisional figure,2013,104605,42
Romania,2012,Suceava,City proper,Provisional figure,2013,105624,42
Romania,2012,Satu-Mare,City proper,Provisional figure,2013,109728,42
Romania,2012,Rimnicu Vilcea,City proper,Provisional figure,2013,110527,42
Romania,2012,Botosani,City proper,Provisional figure,2013,113107,42
Romania,2012,Buzau,City proper,Provisional figure,2013,129368,42
Romania,2012,Baia Mare,City proper,Provisional figure,2013,136480,42
Romania,2012,Tirgu-Mures,City proper,Provisional figure,2013,142327,42
Romania,2012,Arad,City proper,Provisional figure,2013,162984,42
Romania,2012,Pitesti,City proper,Provisional figure,2013,164687,42
Romania,2012,Bacau,City proper,Provisional figure,2013,172952,42
Romania,2012,Oradea,City proper,Provisional figure,2013,201547,42
Romania,2012,Braila,City proper,Provisional figure,2013,206599,42
Romania,2012,Ploiesti,City proper,Provisional figure,2013,224406,42
Romania,2012,Brasov,City proper,Provisional figure,2013,275514,42
Romania,2012,Galati,City proper,Provisional figure,2013,286530,42
Romania,2012,Craiova,City proper,Provisional figure,2013,293567,42
Romania,2012,Constanta,City proper,Provisional figure,2013,297503,42
Romania,2012,Cluj-Napoca,City proper,Provisional figure,2013,303047,42
Romania,2012,Timisoara,City proper,Provisional figure,2013,306462,42
Romania,2012,Iasi,City proper,Provisional figure,2013,318871,42
Romania,2012,Sibiu,City proper,Provisional figure,2013,425906,42
Romania,2012,BUCURESTI,City proper,Provisional figure,2013,1912515,42
Romania,2011,Focsani,City proper,Provisional figure,2012,97714,
Romania,2011,Satu-Mare,City proper,"Final figure, complete",2014,102411,
Romania,2011,Drobeta Turnu-Severin,City proper,Provisional figure,2012,105232,
Romania,2011,Piatra Neamt,City proper,Provisional figure,2012,105892,
Romania,2011,Suceava,City proper,Provisional figure,2012,106682,
Romania,2011,Botosani,City proper,"Final figure, complete",2014,106847,
Romania,2011,Rimnicu Vilcea,City proper,Provisional figure,2012,110697,
Romania,2011,Satu-Mare,City proper,Provisional figure,2012,110930,
Romania,2011,Botosani,City proper,Provisional figure,2012,114799,
Romania,2011,Buzau,City proper,"Final figure, complete",2014,115494,
Romania,2011,Baia Mare,City proper,"Final figure, complete",2014,123738,
Romania,2011,Buzau,City proper,Provisional figure,2012,130320,
Romania,2011,Tirgu-Mures,City proper,"Final figure, complete",2014,134290,
Romania,2011,Baia Mare,City proper,Provisional figure,2012,137455,
Romania,2011,Tirgu-Mures,City proper,Provisional figure,2012,143221,
Romania,2011,Bacau,City proper,"Final figure, complete",2014,144307,
Romania,2011,Sibiu,City proper,"Final figure, complete",2014,147245,
Romania,2011,Sibiu,City proper,Provisional figure,2012,154224,
Romania,2011,Pitesti,City proper,"Final figure, complete",2014,155383,
Romania,2011,Arad,City proper,"Final figure, complete",2014,159074,
Romania,2011,Arad,City proper,Provisional figure,2012,164208,
Romania,2011,Pitesti,City proper,Provisional figure,2012,165733,
Romania,2011,Bacau,City proper,Provisional figure,2012,174182,
Romania,2011,Braila,City proper,"Final figure, complete",2014,180302,
Romania,2011,Oradea,City proper,"Final figure, complete",2014,196367,
Romania,2011,Oradea,City proper,Provisional figure,2012,204358,
Romania,2011,Braila,City proper,Provisional figure,2012,208464,
Romania,2011,Ploiesti,City proper,"Final figure, complete",2014,209945,
Romania,2011,Ploiesti,City proper,Provisional figure,2012,225636,
Romania,2011,Galati,City proper,"Final figure, complete",2014,249432,
Romania,2011,Brasov,City proper,"Final figure, complete",2014,253200,
Romania,2011,Craiova,City proper,"Final figure, complete",2014,269506,
Romania,2011,Brasov,City proper,Provisional figure,2012,275901,
Romania,2011,Constanta,City proper,"Final figure, complete",2014,283872,
Romania,2011,Galati,City proper,Provisional figure,2012,287046,
Romania,2011,Iasi,City proper,"Final figure, complete",2014,290422,
Romania,2011,Craiova,City proper,Provisional figure,2012,297510,
Romania,2011,Constanta,City proper,Provisional figure,2012,299824,
Romania,2011,Cluj-Napoca,City proper,Provisional figure,2012,301913,
Romania,2011,Iasi,City proper,Provisional figure,2012,302971,
Romania,2011,Timisoara,City proper,Provisional figure,2012,307561,
Romania,2011,Timisoara,City proper,"Final figure, complete",2014,319279,
Romania,2011,Cluj-Napoca,City proper,"Final figure, complete",2014,324576,
Romania,2011,BUCURESTI,City proper,"Final figure, complete",2014,1883425,
Romania,2011,BUCURESTI,City proper,Provisional figure,2012,1919352,
Romania,2010,Focsani,City proper,"Final figure, complete",2011,98045,
Romania,2010,Drobeta Turnu-Severin,City proper,"Final figure, complete",2011,105739,
Romania,2010,Piatra Neamt,City proper,"Final figure, complete",2011,106611,
Romania,2010,Suceava,City proper,"Final figure, complete",2011,107317,
Romania,2010,Rimnicu Vilcea,City proper,"Final figure, complete",2011,110731,
Romania,2010,Satu-Mare,City proper,"Final figure, complete",2011,111877,
Romania,2010,Botosani,City proper,"Final figure, complete",2011,114953,
Romania,2010,Buzau,City proper,"Final figure, complete",2011,131377,
Romania,2010,Baia Mare,City proper,"Final figure, complete",2011,138182,
Romania,2010,Tirgu-Mures,City proper,"Final figure, complete",2011,143939,
Romania,2010,Sibiu,City proper,"Final figure, complete",2011,154220,
Romania,2010,Arad,City proper,"Final figure, complete",2011,164665,
Romania,2010,Pitesti,City proper,"Final figure, complete",2011,166594,
Romania,2010,Bacau,City proper,"Final figure, complete",2011,175546,
Romania,2010,Oradea,City proper,"Final figure, complete",2011,204625,
Romania,2010,Braila,City proper,"Final figure, complete",2011,210245,
Romania,2010,Ploiesti,City proper,"Final figure, complete",2011,227194,
Romania,2010,Brasov,City proper,"Final figure, complete",2011,276914,
Romania,2010,Galati,City proper,"Final figure, complete",2011,290593,
Romania,2010,Craiova,City proper,"Final figure, complete",2011,298740,
Romania,2010,Constanta,City proper,"Final figure, complete",2011,301221,
Romania,2010,Cluj-Napoca,City proper,"Final figure, complete",2011,305636,
Romania,2010,Iasi,City proper,"Final figure, complete",2011,309631,
Romania,2010,Timisoara,City proper,"Final figure, complete",2011,311428,
Romania,2010,BUCURESTI,City proper,"Final figure, complete",2011,1942254,
Romania,2009,Focsani,City proper,"Final figure, complete",2010,98123,
Romania,2009,Drobeta Turnu-Severin,City proper,"Final figure, complete",2010,106061,
Romania,2009,Suceava,City proper,"Final figure, complete",2010,106792,
Romania,2009,Piatra Neamt,City proper,"Final figure, complete",2010,106922,
Romania,2009,Rimnicu Vilcea,City proper,"Final figure, complete",2010,110480,
Romania,2009,Satu-Mare,City proper,"Final figure, complete",2010,112396,
Romania,2009,Botosani,City proper,"Final figure, complete",2010,114506,
Romania,2009,Buzau,City proper,"Final figure, complete",2010,131905,
Romania,2009,Baia Mare,City proper,"Final figure, complete",2010,138722,
Romania,2009,Tirgu-Mures,City proper,"Final figure, complete",2010,144590,
Romania,2009,Sibiu,City proper,"Final figure, complete",2010,154871,
Romania,2009,Arad,City proper,"Final figure, complete",2010,165477,
Romania,2009,Pitesti,City proper,"Final figure, complete",2010,166637,
Romania,2009,Bacau,City proper,"Final figure, complete",2010,176366,
Romania,2009,Oradea,City proper,"Final figure, complete",2010,204822,
Romania,2009,Braila,City proper,"Final figure, complete",2010,211884,
Romania,2009,Ploiesti,City proper,"Final figure, complete",2010,228378,
Romania,2009,Brasov,City proper,"Final figure, complete",2010,278003,
Romania,2009,Galati,City proper,"Final figure, complete",2010,290733,
Romania,2009,Craiova,City proper,"Final figure, complete",2010,298643,
Romania,2009,Constanta,City proper,"Final figure, complete",2010,302040,
Romania,2009,Cluj-Napoca,City proper,"Final figure, complete",2010,306009,
Romania,2009,Timisoara,City proper,"Final figure, complete",2010,312113,
Romania,2009,Iasi,City proper,"Final figure, complete",2010,315649,
Romania,2009,BUCURESTI,City proper,"Final figure, complete",2010,1944226,
Romania,2008,Focsani,City proper,"Final figure, complete",2009,98646,
Romania,2008,Drobeta Turnu-Severin,City proper,"Final figure, complete",2009,106451,
Romania,2008,Suceava,City proper,"Final figure, complete",2009,106753,
Romania,2008,Piatra Neamt,City proper,"Final figure, complete",2009,107126,
Romania,2008,Rimnicu Vilcea,City proper,"Final figure, complete",2009,110447,
Romania,2008,Satu-Mare,City proper,"Final figure, complete",2009,112860,
Romania,2008,Botosani,City proper,"Final figure, complete",2009,114885,
Romania,2008,Buzau,City proper,"Final figure, complete",2009,132368,
Romania,2008,Baia Mare,City proper,"Final figure, complete",2009,138932,
Romania,2008,Tirgu-Mures,City proper,"Final figure, complete",2009,144806,
Romania,2008,Sibiu,City proper,"Final figure, complete",2009,153406,
Romania,2008,Arad,City proper,"Final figure, complete",2009,166237,
Romania,2008,Pitesti,City proper,"Final figure, complete",2009,167317,
Romania,2008,Bacau,City proper,"Final figure, complete",2009,176743,
Romania,2008,Oradea,City proper,"Final figure, complete",2009,204578,
Romania,2008,Braila,City proper,"Final figure, complete",2009,212981,
Romania,2008,Ploiesti,City proper,"Final figure, complete",2009,229258,
Romania,2008,Brasov,City proper,"Final figure, complete",2009,278712,
Romania,2008,Galati,City proper,"Final figure, complete",2009,291608,
Romania,2008,Craiova,City proper,"Final figure, complete",2009,297539,
Romania,2008,Constanta,City proper,"Final figure, complete",2009,302242,
Romania,2008,Cluj-Napoca,City proper,"Final figure, complete",2009,308763,
Romania,2008,Timisoara,City proper,"Final figure, complete",2009,311481,
Romania,2008,Iasi,City proper,"Final figure, complete",2009,313994,
Romania,2008,BUCURESTI,City proper,"Final figure, complete",2009,1943981,
Romania,2007,Focsani,City proper,"Final figure, complete",2008,99907,
Romania,2007,Suceava,City proper,"Final figure, complete",2008,106397,
Romania,2007,Drobeta Turnu-Severin,City proper,"Final figure, complete",2008,107882,
Romania,2007,Piatra Neamt,City proper,"Final figure, complete",2008,108085,
Romania,2007,Rimnicu Vilcea,City proper,"Final figure, complete",2008,111342,
Romania,2007,Satu-Mare,City proper,"Final figure, complete",2008,113688,
Romania,2007,Botosani,City proper,"Final figure, complete",2008,115739,
Romania,2007,Buzau,City proper,"Final figure, complete",2008,134619,
Romania,2007,Baia Mare,City proper,"Final figure, complete",2008,139870,
Romania,2007,Tirgu-Mures,City proper,"Final figure, complete",2008,145943,
Romania,2007,Sibiu,City proper,"Final figure, complete",2008,154458,
Romania,2007,Arad,City proper,"Final figure, complete",2008,167238,
Romania,2007,Pitesti,City proper,"Final figure, complete",2008,168958,
Romania,2007,Bacau,City proper,"Final figure, complete",2008,178203,
Romania,2007,Oradea,City proper,"Final figure, complete",2008,205077,
Romania,2007,Braila,City proper,"Final figure, complete",2008,215316,
Romania,2007,Ploiesti,City proper,"Final figure, complete",2008,230240,
Romania,2007,Brasov,City proper,"Final figure, complete",2008,277945,
Romania,2007,Galati,City proper,"Final figure, complete",2008,293523,
Romania,2007,Craiova,City proper,"Final figure, complete",2008,299429,
Romania,2007,Constanta,City proper,"Final figure, complete",2008,304279,
Romania,2007,Timisoara,City proper,"Final figure, complete",2008,307347,
Romania,2007,Cluj-Napoca,City proper,"Final figure, complete",2008,310243,
Romania,2007,Iasi,City proper,"Final figure, complete",2008,315214,
Romania,2007,BUCURESTI,City proper,"Final figure, complete",2008,1931838,
Romania,2006,Focsani,City proper,"Final figure, complete",2007,100782,
Romania,2006,Focsani,City proper,"Final figure, complete",2006,101170,
Romania,2006,Suceava,City proper,"Final figure, complete",2007,106508,
Romania,2006,Suceava,City proper,"Final figure, complete",2006,106797,
Romania,2006,Piatra Neamt,City proper,"Final figure, complete",2007,108940,
Romania,2006,Drobeta Turnu-Severin,City proper,"Final figure, complete",2007,109134,
Romania,2006,Drobeta Turnu-Severin,City proper,"Final figure, complete",2006,109797,
Romania,2006,Piatra Neamt,City proper,"Final figure, complete",2006,109820,
Romania,2006,Rimnicu Vilcea,City proper,"Final figure, complete",2007,111658,
