Country or Area,Year,City,City type,Reliability,Source Year,Value,Value Footnotes
Austria,2017,Eisenstadt,City proper,"Final figure, complete",2017,14339,
Austria,2017,Bregenz,City proper,"Final figure, complete",2017,29574,
Austria,2017,Sankt Pölten,City proper,"Final figure, complete",2017,54213,
Austria,2017,Klagenfurt,City proper,"Final figure, complete",2017,99790,
Austria,2017,Innsbruck,City proper,"Final figure, complete",2017,132236,
Austria,2017,Salzburg,City proper,"Final figure, complete",2017,152367,
Austria,2017,Linz,City proper,"Final figure, complete",2017,203012,
Austria,2017,Graz,City proper,"Final figure, complete",2017,283869,
Austria,2017,WIEN,City proper,"Final figure, complete",2017,1867582,
Belgium,2011,Anderlecht,City proper,"Final figure, complete",2015,108940,
Belgium,2011,Namur,City proper,"Final figure, complete",2015,110175,
Belgium,2011,Namur,Urban agglomeration,"Final figure, complete",2015,110175,
Belgium,2011,Namur,City proper,"Final figure, complete",2013,110558,
Belgium,2011,Anderlecht,City proper,"Final figure, complete",2013,110671,
Belgium,2011,Brugge,City proper,"Final figure, complete",2015,117260,
Belgium,2011,Brugge,Urban agglomeration,"Final figure, complete",2015,117260,
Belgium,2011,Brugge,City proper,"Final figure, complete",2013,117377,
Belgium,2011,Schaerbeek,City proper,"Final figure, complete",2015,127525,
Belgium,2011,Schaerbeek,City proper,"Final figure, complete",2013,127909,
Belgium,2011,BRUXELLES (BRUSSEL),City proper,"Final figure, complete",2015,174383,
Belgium,2011,BRUXELLES (BRUSSEL),City proper,"Final figure, complete",2013,177307,
Belgium,2011,Liège (Luik),City proper,"Final figure, complete",2015,195965,
Belgium,2011,Liège (Luik),City proper,"Final figure, complete",2013,196272,
Belgium,2011,Charleroi,City proper,"Final figure, complete",2015,204150,
Belgium,2011,Charleroi,City proper,"Final figure, complete",2013,204540,
Belgium,2011,Gent (Gand),City proper,"Final figure, complete",2015,248358,
Belgium,2011,Gent (Gand),City proper,"Final figure, complete",2013,248739,
Belgium,2011,Gent (Gand),Urban agglomeration,"Final figure, complete",2015,280151,
Belgium,2011,Gent (Gand),Urban agglomeration,"Final figure, complete",2013,280528,
Belgium,2011,Charleroi,Urban agglomeration,"Final figure, complete",2015,291806,
Belgium,2011,Charleroi,Urban agglomeration,"Final figure, complete",2013,292441,
Belgium,2011,Liège (Luik),Urban agglomeration,"Final figure, complete",2015,491767,
Belgium,2011,Liège (Luik),Urban agglomeration,"Final figure, complete",2013,493283,
Belgium,2011,Antwerpen (Anvers),City proper,"Final figure, complete",2015,498473,
Belgium,2011,Antwerpen (Anvers),City proper,"Final figure, complete",2013,503138,
Belgium,2011,Antwerpen (Anvers),Urban agglomeration,"Final figure, complete",2013,690015,
Belgium,2011,Antwerpen (Anvers),Urban agglomeration,"Final figure, complete",2015,718730,
Belgium,2011,BRUXELLES (BRUSSEL),Urban agglomeration,"Final figure, complete",2015,1550299,3
Belgium,2011,BRUXELLES (BRUSSEL),Urban agglomeration,"Final figure, complete",2013,1561395,
Canada,2017,Saint John,City proper,Provisional figure,2018,70785,"6,7,8"
Canada,2017,Peterborough,City proper,Provisional figure,2018,84230,"6,7,8"
Canada,2017,Moncton,City proper,Provisional figure,2018,85198,"6,7,8"
Canada,2017,Victoria,City proper,Provisional figure,2018,92141,"6,7,8"
Canada,2017,Cape Breton,City proper,Provisional figure,2018,93878,"6,7,8"
Canada,2017,Brantford,City proper,Provisional figure,2018,102159,"6,7,8"
Canada,2017,Red Deer,City proper,Provisional figure,2018,103588,"6,7,8"
Canada,2017,Chatham-Kent,City proper,Provisional figure,2018,105529,"6,7,8"
Canada,2017,Thunder Bay,City proper,Provisional figure,2018,110172,"6,7,8"
Canada,2017,Delta,City proper,Provisional figure,2018,110848,"6,7,8"
Canada,2017,Waterloo,City proper,Provisional figure,2018,113520,"6,7,8"
Canada,2017,St. John's,City proper,Provisional figure,2018,113948,"6,7,8"
Canada,2017,Terrebonne,City proper,Provisional figure,2018,116319,"6,7,8"
Canada,2017,Saanich,City proper,Provisional figure,2018,119229,"6,7,8"
Canada,2017,Ajax,City proper,Provisional figure,2018,121780,"6,7,8"
Canada,2017,Thunder Bay,Urban agglomeration,Provisional figure,2018,124164,"6,7,8"
Canada,2017,Peterborough,Urban agglomeration,Provisional figure,2018,126291,"6,7,8"
Canada,2017,Saint John,Urban agglomeration,Provisional figure,2018,128541,"6,7,8"
Canada,2017,Kelowna,City proper,Provisional figure,2018,132084,"6,7,8"
Canada,2017,Guelph,City proper,Provisional figure,2018,135474,"6,7,8"
Canada,2017,Whitby,City proper,Provisional figure,2018,135566,"6,7,8"
Canada,2017,Kingston,City proper,Provisional figure,2018,136685,"6,7,8"
Canada,2017,Trois-Rivières,City proper,Provisional figure,2018,137188,"6,7,8"
Canada,2017,Coquitlam,City proper,Provisional figure,2018,140028,"6,7,8"
Canada,2017,Cambridge,City proper,Provisional figure,2018,140099,"6,7,8"
Canada,2017,St. Catharines,City proper,Provisional figure,2018,140370,"6,7,8"
Canada,2017,Langley,City proper,Provisional figure,2018,143224,"6,7,8"
Canada,2017,Lévis V,City proper,Provisional figure,2018,145584,"6,7,8"
Canada,2017,Saguenay,City proper,Provisional figure,2018,145965,"6,7,8"
Canada,2017,Brantford,Urban agglomeration,Provisional figure,2018,147489,"6,7,8"
Canada,2017,Abbotsford,City proper,Provisional figure,2018,149928,"6,7,8"
Canada,2017,Moncton,Urban agglomeration,Provisional figure,2018,152169,"6,7,8"
Canada,2017,Barrie,City proper,Provisional figure,2018,153356,"6,7,8"
Canada,2017,Trois-Rivières,Urban agglomeration,Provisional figure,2018,158942,"6,7,8"
Canada,2017,Saguenay,Urban agglomeration,Provisional figure,2018,159258,"6,7,8"
Canada,2017,Guelph,Urban agglomeration,Provisional figure,2018,159988,"6,7,8"
Canada,2017,Greater Sudbury / Grand Sudbury,City proper,Provisional figure,2018,164926,"6,7,8"
Canada,2017,Greater Sudbury / Grand Sudbury,Urban agglomeration,Provisional figure,2018,165270,"6,7,8"
Canada,2017,Sherbrooke,City proper,Provisional figure,2018,167162,"6,7,8"
Canada,2017,Oshawa,City proper,Provisional figure,2018,170071,"6,7,8"
Canada,2017,Kingston,Urban agglomeration,Provisional figure,2018,173862,"6,7,8"
Canada,2017,Abbotsford-Mission,Urban agglomeration,Provisional figure,2018,190714,"6,7,8"
Canada,2017,Kelowna,Urban agglomeration,Provisional figure,2018,202208,"6,7,8"
Canada,2017,Burlington,City proper,Provisional figure,2018,205960,"6,7,8"
Canada,2017,Richmond Hill,City proper,Provisional figure,2018,208370,"6,7,8"
Canada,2017,Barrie,Urban agglomeration,Provisional figure,2018,209081,"6,7,8"
Canada,2017,Oakville,City proper,Provisional figure,2018,211382,"6,7,8"
Canada,2017,Richmond,City proper,Provisional figure,2018,216288,"6,7,8"
Canada,2017,Sherbrooke,Urban agglomeration,Provisional figure,2018,218633,"6,7,8"
Canada,2017,St. John's,Urban agglomeration,Provisional figure,2018,219207,"6,7,8"
Canada,2017,Regina,City proper,Provisional figure,2018,228928,"6,7,8"
Canada,2017,Windsor,City proper,Provisional figure,2018,233763,"6,7,8"
Canada,2017,Kitchener,City proper,Provisional figure,2018,242368,"6,7,8"
Canada,2017,Longueuil,City proper,Provisional figure,2018,246855,"6,7,8"
Canada,2017,Burnaby,City proper,Provisional figure,2018,249197,"6,7,8"
Canada,2017,Regina,Urban agglomeration,Provisional figure,2018,253220,"6,7,8"
Canada,2017,Saskatoon,City proper,Provisional figure,2018,273010,"6,7,8"
Canada,2017,Gatineau,City proper,Provisional figure,2018,284557,"6,7,8"
Canada,2017,Vaughan,City proper,Provisional figure,2018,323281,"6,7,8"
Canada,2017,Saskatoon,Urban agglomeration,Provisional figure,2018,323809,"6,7,8"
Canada,2017,Gatineau,Urban agglomeration,Provisional figure,2018,336670,"6,7,8"
Canada,2017,Markham,City proper,Provisional figure,2018,342970,"6,7,8"
Canada,2017,Windsor,Urban agglomeration,Provisional figure,2018,344747,"6,7,8"
Canada,2017,Victoria,Urban agglomeration,Provisional figure,2018,377414,"6,7,8"
Canada,2017,Oshawa,Urban agglomeration,Provisional figure,2018,402399,"6,7,8"
Canada,2017,London,City proper,Provisional figure,2018,404699,"6,7,8"
Canada,2017,St. Catharines-Niagara,Urban agglomeration,Provisional figure,2018,416539,"6,7,8"
Canada,2017,Halifax,City proper,Provisional figure,2018,431479,"6,7,8"
Canada,2017,Halifax,Urban agglomeration,Provisional figure,2018,431701,"6,7,8"
Canada,2017,Laval,City proper,Provisional figure,2018,437413,"6,7,8"
Canada,2017,Surrey,City proper,Provisional figure,2018,518467,"6,7,8"
Canada,2017,London,Urban agglomeration,Provisional figure,2018,521756,"6,7,8"
Canada,2017,Kitchener-Cambridge-Waterloo,Urban agglomeration,Provisional figure,2018,527765,"6,7,8"
Canada,2017,Québec,City proper,Provisional figure,2018,542298,"6,7,8"
Canada,2017,Hamilton,City proper,Provisional figure,2018,579200,"6,7,8"
Canada,2017,Brampton,City proper,Provisional figure,2018,603346,"6,7,8"
Canada,2017,Vancouver,City proper,Provisional figure,2018,675218,"6,7,8"
Canada,2017,Winnipeg,City proper,Provisional figure,2018,749534,"6,7,8"
Canada,2017,Hamilton,Urban agglomeration,Provisional figure,2018,787195,"6,7,8"
Canada,2017,Québec,Urban agglomeration,Provisional figure,2018,812205,"6,7,8"
Canada,2017,Winnipeg,Urban agglomeration,Provisional figure,2018,825713,"6,7,8"
Canada,2017,Mississauga,City proper,Provisional figure,2018,828854,"6,7,8"
Canada,2017,Edmonton,City proper,Provisional figure,2018,981280,"6,7,8"
Canada,2017,OTTAWA,City proper,Provisional figure,2018,994837,"6,7,8"
Canada,2017,OTTAWA,Urban agglomeration,Provisional figure,2018,1040346,"6,7,8"
Canada,2017,Calgary,City proper,Provisional figure,2018,1336274,"6,7,8"
Canada,2017,Ottawa - Gatineau,Urban agglomeration,Provisional figure,2018,1377016,"6,7,8"
Canada,2017,Edmonton,Urban agglomeration,Provisional figure,2018,1411945,"6,7,8"
Canada,2017,Calgary,Urban agglomeration,Provisional figure,2018,1488841,"6,7,8"
Canada,2017,Montréal,City proper,Provisional figure,2018,1779726,"6,7,8"
Canada,2017,Vancouver,Urban agglomeration,Provisional figure,2018,2571262,"6,7,8"
Canada,2017,Toronto,City proper,Provisional figure,2018,2929886,"6,7,8"
Canada,2017,Montréal,Urban agglomeration,Provisional figure,2018,4138254,"6,7,8"
Canada,2017,Toronto,Urban agglomeration,Provisional figure,2018,6346088,"6,7,8"
Croatia,2011,Osijek,City proper,"Final figure, complete",2014,108048,
Croatia,2011,Rijeka,City proper,"Final figure, complete",2014,128624,
Croatia,2011,Split,City proper,"Final figure, complete",2014,178102,
Croatia,2011,ZAGREB,City proper,"Final figure, complete",2014,790017,
Croatia,2001,Osijek,City proper,"Final figure, complete",2005,114616,30
Croatia,2001,Rijeka,City proper,"Final figure, complete",2005,144043,30
Croatia,2001,Split,City proper,"Final figure, complete",2005,188694,30
Croatia,2001,ZAGREB,City proper,"Final figure, complete",2005,779145,30
Czechia,2017,Hradec Králové,City proper,"Final figure, complete",2017,92929,
Czechia,2017,Ústí nad Labem,City proper,"Final figure, complete",2017,92984,
Czechia,2017,Olomouc,City proper,"Final figure, complete",2017,100378,
Czechia,2017,Liberec,City proper,"Final figure, complete",2017,103853,
Czechia,2017,Plzen,City proper,"Final figure, complete",2017,170548,
Czechia,2017,Ostrava,City proper,"Final figure, complete",2017,291634,
Czechia,2017,Brno,City proper,"Final figure, complete",2017,377973,
Czechia,2017,PRAHA,City proper,"Final figure, complete",2017,1280508,
Finland,2016,Kuopio,City proper,"Final figure, complete",2017,117330.5,"31,32"
Finland,2016,Lahti,City proper,"Final figure, complete",2017,119097.5,"31,32"
Finland,2016,Jyvaskyla,City proper,"Final figure, complete",2017,138109,"31,32"
Finland,2016,Turku,City proper,"Final figure, complete",2017,186756,"31,32"
Finland,2016,Oulu,City proper,"Final figure, complete",2017,199525.5,"31,32"
Finland,2016,Vantaa,City proper,"Final figure, complete",2017,216973,"31,32"
Finland,2016,Tampere,City proper,"Final figure, complete",2017,226696,"31,32"
Finland,2016,Espoo,City proper,"Final figure, complete",2017,272192.5,"31,32"
Finland,2016,HELSINKI,City proper,"Final figure, complete",2017,631694.5,"31,32"
Germany,2016,Salzgitter,City proper,"Final figure, complete",2016,101079,33
Germany,2016,Hildesheim,City proper,"Final figure, complete",2016,101667,33
Germany,2016,Siegen,City proper,"Final figure, complete",2016,102355,33
Germany,2016,Moers,City proper,"Final figure, complete",2016,104529,33
Germany,2016,Erlangen,City proper,"Final figure, complete",2016,108336,33
Germany,2016,Remscheid,City proper,"Final figure, complete",2016,109499,33
Germany,2016,Jena,City proper,"Final figure, complete",2016,109527,33
Germany,2016,Bergisch Gladbach,City proper,"Final figure, complete",2016,111366,33
Germany,2016,Koblenz,City proper,"Final figure, complete",2016,112586,33
Germany,2016,Bremerhaven,City proper,"Final figure, complete",2016,114025,33
Germany,2016,Reutlingen,City proper,"Final figure, complete",2016,114310,33
Germany,2016,Recklinghausen,City proper,"Final figure, complete",2016,114330,33
Germany,2016,Trier,City proper,"Final figure, complete",2016,114914,33
Germany,2016,Bottrop,City proper,"Final figure, complete",2016,117143,33
Germany,2016,Göttingen,City proper,"Final figure, complete",2016,118914,33
Germany,2016,Pforzheim,City proper,"Final figure, complete",2016,122247,33
Germany,2016,Heilbronn,City proper,"Final figure, complete",2016,122567,33
Germany,2016,Ulm,City proper,"Final figure, complete",2016,122636,33
Germany,2016,Offenbach am Main,City proper,"Final figure, complete",2016,123734,33
Germany,2016,Wolfsburg,City proper,"Final figure, complete",2016,124045,33
Germany,2016,Fürth,City proper,"Final figure, complete",2016,124171,33
Germany,2016,Würzburg,City proper,"Final figure, complete",2016,124873,33
Germany,2016,Ingolstadt,City proper,"Final figure, complete",2016,132438,33
Germany,2016,Regensburg,City proper,"Final figure, complete",2016,145465,33
Germany,2016,Paderborn,City proper,"Final figure, complete",2016,148126,33
Germany,2016,Darmstadt,City proper,"Final figure, complete",2016,155353,33
Germany,2016,Neuss,City proper,"Final figure, complete",2016,155414,33
Germany,2016,Herne,City proper,"Final figure, complete",2016,155851,33
Germany,2016,Heidelberg,City proper,"Final figure, complete",2016,156267,33
Germany,2016,Solingen,City proper,"Final figure, complete",2016,158726,33
Germany,2016,Osnabrück,City proper,"Final figure, complete",2016,162403,33
Germany,2016,Leverkusen,City proper,"Final figure, complete",2016,163487,33
Germany,2016,Oldenburg (Oldenburg),City proper,"Final figure, complete",2016,163830,33
Germany,2016,Ludwigshafen am Rhein,City proper,"Final figure, complete",2016,164718,33
Germany,2016,Potsdam,City proper,"Final figure, complete",2016,167745,33
Germany,2016,Mülheim an der Ruhr,City proper,"Final figure, complete",2016,169278,33
Germany,2016,Saarbrücken,City proper,"Final figure, complete",2016,178151,33
Germany,2016,Hamm,City proper,"Final figure, complete",2016,179397,33
Germany,2016,Hagen,City proper,"Final figure, complete",2016,189044,33
Germany,2016,Kassel,City proper,"Final figure, complete",2016,197984,33
Germany,2016,Rostock,City proper,"Final figure, complete",2016,206011,33
Germany,2016,Mainz,City proper,"Final figure, complete",2016,209779,33
Germany,2016,Erfurt,City proper,"Final figure, complete",2016,210118,33
Germany,2016,Oberhausen,City proper,"Final figure, complete",2016,210934,33
Germany,2016,Lübeck,City proper,"Final figure, complete",2016,216253,33
Germany,2016,Krefeld,City proper,"Final figure, complete",2016,225144,33
Germany,2016,Freiburg im Breisgau,City proper,"Final figure, complete",2016,226393,33
Germany,2016,Magdeburg,City proper,"Final figure, complete",2016,235723,33
Germany,2016,Halle (Saale),City proper,"Final figure, complete",2016,236991,33
Germany,2016,Aachen,City proper,"Final figure, complete",2016,245885,33
Germany,2016,Kiel,City proper,"Final figure, complete",2016,246306,33
Germany,2016,Chemnitz,City proper,"Final figure, complete",2016,248645,33
Germany,2016,Braunschweig,City proper,"Final figure, complete",2016,251364,33
Germany,2016,Mönchengladbach,City proper,"Final figure, complete",2016,259996,33
Germany,2016,Gelsenkirchen,City proper,"Final figure, complete",2016,260368,33
Germany,2016,Wiesbaden,City proper,"Final figure, complete",2016,276218,33
Germany,2016,Augsburg,City proper,"Final figure, complete",2016,286374,33
Germany,2016,Mannheim,City proper,"Final figure, complete",2016,305780,33
Germany,2016,Karlsruhe,City proper,"Final figure, complete",2016,307755,33
Germany,2016,Münster (Westf.),City proper,"Final figure, complete",2016,310039,33
Germany,2016,Bonn,City proper,"Final figure, complete",2016,318809,33
Germany,2016,Bielefeld,City proper,"Final figure, complete",2016,333090,33
Germany,2016,Wuppertal,City proper,"Final figure, complete",2016,350046,33
Germany,2016,Bochum,City proper,"Final figure, complete",2016,364742,33
Germany,2016,Duisburg,City proper,"Final figure, complete",2016,491231,33
Germany,2016,Nürnberg,City proper,"Final figure, complete",2016,509975,33
Germany,2016,Hannover,City proper,"Final figure, complete",2016,532163,33
Germany,2016,Dresden,City proper,"Final figure, complete",2016,543825,33
Germany,2016,Bremen,City proper,"Final figure, complete",2016,557464,33
Germany,2016,Leipzig,City proper,"Final figure, complete",2016,560472,33
Germany,2016,Essen,City proper,"Final figure, complete",2016,582624,33
Germany,2016,Dortmund,City proper,"Final figure, complete",2016,586181,33
Germany,2016,Düsseldorf,City proper,"Final figure, complete",2016,612178,33
Germany,2016,Stuttgart,City proper,"Final figure, complete",2016,623738,33
Germany,2016,Frankfurt am Main,City proper,"Final figure, complete",2016,732688,33
Germany,2016,Köln,City proper,"Final figure, complete",2016,1060582,33
Germany,2016,München,City proper,"Final figure, complete",2016,1450381,33
Germany,2016,Hamburg,City proper,"Final figure, complete",2016,1787408,33
Germany,2016,BERLIN,City proper,"Final figure, complete",2016,3520031,33
Ireland,2016,Cork,City proper,"Final figure, complete",2017,124391,
Ireland,2016,DUBLIN,City proper,"Final figure, complete",2017,544107,
Ireland,2011,Cork,City proper,"Final figure, complete",2012,119230,
Ireland,2011,Cork,Urban agglomeration,"Final figure, complete",2012,198582,
Ireland,2011,DUBLIN,City proper,"Final figure, complete",2012,527612,
Ireland,2011,DUBLIN,Urban agglomeration,"Final figure, complete",2012,1110627,
Ireland,2006,Cork,City proper,"Final figure, complete",2009,119418,
Ireland,2006,Cork,Urban agglomeration,"Final figure, complete",2009,190384,
Ireland,2006,DUBLIN,City proper,"Final figure, complete",2009,506211,
Ireland,2006,DUBLIN,Urban agglomeration,"Final figure, complete",2009,1045769,
Ireland,2002,Cork,City proper,"Final figure, complete",2003,123062,
Ireland,2002,Cork,Urban agglomeration,"Final figure, complete",2003,186239,
Ireland,2002,DUBLIN,City proper,"Final figure, complete",2003,495781,
Ireland,2002,DUBLIN,Urban agglomeration,"Final figure, complete",2003,1004614,
Italy,2016,Ancona,City proper,"Final figure, complete",2017,100778.5,
Italy,2016,Piacenza,City proper,"Final figure, complete",2017,102273,
Italy,2016,Novara,City proper,"Final figure, complete",2017,104332,
Italy,2016,Bolzano,City proper,"Final figure, complete",2017,106696,
Italy,2016,Terni,City proper,"Final figure, complete",2017,111478,
Italy,2016,Vicenza,City proper,"Final figure, complete",2017,112575.5,
Italy,2016,Trento,City proper,"Final figure, complete",2017,117367,
Italy,2016,Forli,City proper,"Final figure, complete",2017,117929.5,
Italy,2016,Bergamo,City proper,"Final figure, complete",2017,119834,
Italy,2016,Pescara,City proper,"Final figure, complete",2017,120717,
Italy,2016,Siracusa,City proper,"Final figure, complete",2017,122161,
Italy,2016,Monza,City proper,"Final figure, complete",2017,122813,
Italy,2016,Giugliano in Campania,City proper,"Final figure, complete",2017,123406.5,
Italy,2016,Latina,City proper,"Final figure, complete",2017,126068,
Italy,2016,Sassari,City proper,"Final figure, complete",2017,127529,
Italy,2016,Ferrara,City proper,"Final figure, complete",2017,132582,
Italy,2016,Salerno,City proper,"Final figure, complete",2017,135055.5,
Italy,2016,Rimini,City proper,"Final figure, complete",2017,148329,
Italy,2016,Foggia,City proper,"Final figure, complete",2017,151858.5,
Italy,2016,Cagliari,City proper,"Final figure, complete",2017,154271.5,
Italy,2016,Livorno,City proper,"Final figure, complete",2017,159067.5,
Italy,2016,Ravenna,City proper,"Final figure, complete",2017,159086.5,
Italy,2016,Perugia,City proper,"Final figure, complete",2017,166405,
Italy,2016,Reggio nell'Emilia,City proper,"Final figure, complete",2017,171418,
Italy,2016,Reggio di Calabria,City proper,"Final figure, complete",2017,182793,
Italy,2016,Modena,City proper,"Final figure, complete",2017,184850,
Italy,2016,Prato,City proper,"Final figure, complete",2017,191809.5,
Italy,2016,Parma,City proper,"Final figure, complete",2017,193626.5,
Italy,2016,Brescia,City proper,"Final figure, complete",2017,196575,
Italy,2016,Taranto,City proper,"Final figure, complete",2017,200330.5,
Italy,2016,Trieste,City proper,"Final figure, complete",2017,204327,
Italy,2016,Padova,City proper,"Final figure, complete",2017,210115,
Italy,2016,Messina,City proper,"Final figure, complete",2017,237700.5,
Italy,2016,Verona,City proper,"Final figure, complete",2017,258059,
Italy,2016,Venezia,City proper,"Final figure, complete",2017,262628.5,
Italy,2016,Catania,City proper,"Final figure, complete",2017,313975.5,
Italy,2016,Bari,City proper,"Final figure, complete",2017,325271,
Italy,2016,Firenze,City proper,"Final figure, complete",2017,382533,
Italy,2016,Bologna,City proper,"Final figure, complete",2017,387515,
Italy,2016,Genova,City proper,"Final figure, complete",2017,585128,
Italy,2016,Palermo,City proper,"Final figure, complete",2017,674085,
Italy,2016,Torino,City proper,"Final figure, complete",2017,888683,
Italy,2016,Napoli,City proper,"Final figure, complete",2017,972129.5,
Italy,2016,Milano,City proper,"Final figure, complete",2017,1348706.5,
Italy,2016,ROMA,City proper,"Final figure, complete",2017,2869112.5,
Italy,2014,Ancona,City proper,"Final figure, complete",2015,101630,
Italy,2014,Piacenza,City proper,"Final figure, complete",2015,102336.5,
Italy,2014,Novara,City proper,"Final figure, complete",2015,104594,
Italy,2014,Bolzano,City proper,"Final figure, complete",2015,105911.5,
Italy,2014,Terni,City proper,"Final figure, complete",2015,112180,
Italy,2014,Vicenza,City proper,"Final figure, complete",2015,113627,
Italy,2014,Trento,City proper,"Final figure, complete",2015,117294.5,
Italy,2014,Forli,City proper,"Final figure, complete",2015,118307,
Italy,2014,Bergamo,City proper,"Final figure, complete",2015,118859.5,
Italy,2014,Giugliano in Campania,City proper,"Final figure, complete",2015,120679,
Italy,2014,Pescara,City proper,"Final figure, complete",2015,121345.5,
Italy,2014,Siracusa,City proper,"Final figure, complete",2015,122403.5,
Italy,2014,Monza,City proper,"Final figure, complete",2015,122759,
Italy,2014,Latina,City proper,"Final figure, complete",2015,125435.5,
Italy,2014,Sassari,City proper,"Final figure, complete",2015,127670,
Italy,2014,Ferrara,City proper,"Final figure, complete",2015,133552.5,
Italy,2014,Salerno,City proper,"Final figure, complete",2015,134744,
Italy,2014,Rimini,City proper,"Final figure, complete",2015,147217,
Italy,2014,Foggia,City proper,"Final figure, complete",2015,152956.5,
Italy,2014,Cagliari,City proper,"Final figure, complete",2015,154248.5,
Italy,2014,Ravenna,City proper,"Final figure, complete",2015,158847.5,
Italy,2014,Livorno,City proper,"Final figure, complete",2015,160027,
Italy,2014,Perugia,City proper,"Final figure, complete",2015,165849,
Italy,2014,Reggio nell'Emilia,City proper,"Final figure, complete",2015,172090,
Italy,2014,Reggio di Calabria,City proper,"Final figure, complete",2015,184455.5,
Italy,2014,Modena,City proper,"Final figure, complete",2015,184836.5,
Italy,2014,Parma,City proper,"Final figure, complete",2015,189111,
Italy,2014,Prato,City proper,"Final figure, complete",2015,191135,
Italy,2014,Brescia,City proper,"Final figure, complete",2015,194828.5,
Italy,2014,Taranto,City proper,"Final figure, complete",2015,202636.5,
Italy,2014,Trieste,City proper,"Final figure, complete",2015,205131,
Italy,2014,Padova,City proper,"Final figure, complete",2015,210444,
Italy,2014,Messina,City proper,"Final figure, complete",2015,241205.5,
Italy,2014,Verona,City proper,"Final figure, complete",2015,260045.5,
Italy,2014,Venezia,City proper,"Final figure, complete",2015,264556.5,
Italy,2014,Catania,City proper,"Final figure, complete",2015,315588.5,
Italy,2014,Bari,City proper,"Final figure, complete",2015,325056,
Italy,2014,Firenze,City proper,"Final figure, complete",2015,379122,
Italy,2014,Bologna,City proper,"Final figure, complete",2015,385191.5,
Italy,2014,Genova,City proper,"Final figure, complete",2015,594732.5,
Italy,2014,Palermo,City proper,"Final figure, complete",2015,678492,
Italy,2014,Torino,City proper,"Final figure, complete",2015,899455,
Italy,2014,Napoli,City proper,"Final figure, complete",2015,983755,
Italy,2014,Milano,City proper,"Final figure, complete",2015,1330662,
Italy,2014,ROMA,City proper,"Final figure, complete",2015,2867671.5,
Italy,2013,Ancona,City proper,"Final figure, complete",2014,101042.5,
Italy,2013,Piacenza,City proper,"Final figure, complete",2014,101623.5,
Italy,2013,Novara,City proper,"Final figure, complete",2014,103334.5,
Italy,2013,Bolzano,City proper,"Final figure, complete",2014,104802,
Italy,2013,Terni,City proper,"Final figure, complete",2014,110804.5,
Italy,2013,Vicenza,City proper,"Final figure, complete",2014,113647,
Italy,2013,Giugliano in Campania,City proper,"Final figure, complete",2014,115315,
Italy,2013,Trento,City proper,"Final figure, complete",2014,116412.5,
Italy,2013,Bergamo,City proper,"Final figure, complete",2014,116894.5,
Italy,2013,Forli,City proper,"Final figure, complete",2014,117194,
Italy,2013,Pescara,City proper,"Final figure, complete",2014,119208,
Italy,2013,Siracusa,City proper,"Final figure, complete",2014,120474,
Italy,2013,Monza,City proper,"Final figure, complete",2014,121795.5,
Italy,2013,Latina,City proper,"Final figure, complete",2014,122400.5,
Italy,2013,Sassari,City proper,"Final figure, complete",2014,126693.5,
Italy,2013,Ferrara,City proper,"Final figure, complete",2014,132632.5,
Italy,2013,Salerno,City proper,"Final figure, complete",2014,132905,
Italy,2013,Rimini,City proper,"Final figure, complete",2014,145293.5,
Italy,2013,Foggia,City proper,"Final figure, complete",2014,150858,
Italy,2013,Cagliari,City proper,"Final figure, complete",2014,151797,
Italy,2013,Ravenna,City proper,"Final figure, complete",2014,156536,
Italy,2013,Livorno,City proper,"Final figure, complete",2014,158755,
Italy,2013,Perugia,City proper,"Final figure, complete",2014,164508,
Italy,2013,Reggio nell'Emilia,City proper,"Final figure, complete",2014,168226.5,
Italy,2013,Modena,City proper,"Final figure, complete",2014,181939,
Italy,2013,Reggio di Calabria,City proper,"Final figure, complete",2014,182811.5,
Italy,2013,Parma,City proper,"Final figure, complete",2014,182826,
Italy,2013,Prato,City proper,"Final figure, complete",2014,189213.5,
Italy,2013,Brescia,City proper,"Final figure, complete",2014,191059.5,
Italy,2013,Taranto,City proper,"Final figure, complete",2014,200992.5,
Italy,2013,Trieste,City proper,"Final figure, complete",2014,202998.5,
Italy,2013,Padova,City proper,"Final figure, complete",2014,208461.5,
Italy,2013,Messina,City proper,"Final figure, complete",2014,242132,
Italy,2013,Verona,City proper,"Final figure, complete",2014,256687.5,
Italy,2013,Venezia,City proper,"Final figure, complete",2014,261898.5,
Italy,2013,Catania,City proper,"Final figure, complete",2014,303127,
Italy,2013,Bari,City proper,"Final figure, complete",2014,317982,
Italy,2013,Firenze,City proper,"Final figure, complete",2014,371623,
Italy,2013,Bologna,City proper,"Final figure, complete",2014,382418.5,
Italy,2013,Genova,City proper,"Final figure, complete",2014,589639,
Italy,2013,Palermo,City proper,"Final figure, complete",2014,666739.5,
Italy,2013,Torino,City proper,"Final figure, complete",2014,887114,
Italy,2013,Napoli,City proper,"Final figure, complete",2014,974081.5,
Italy,2013,Milano,City proper,"Final figure, complete",2014,1293135,
Italy,2013,ROMA,City proper,"Final figure, complete",2014,2751082,
Italy,2012,Ancona,City proper,Provisional figure,2013,100404,
Italy,2012,Piacenza,City proper,Provisional figure,2013,100519,
Italy,2012,Novara,City proper,Provisional figure,2013,101836,
